INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 9','Taylorville',240939,'Czech Republic');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (483,'AGCO Corporation','Katy Belzile','3208805788');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (484,'Jones Apparel Group Inc.','Joyann Dubois','9043162100');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (485,'Sabre Holdings Corp','Florrie Gareau','2478594045');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (486,'Mattel Inc.','Perrine Scott','3837426607');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (487,'Engelhard Corporation','Delphinia Arcand','8152431010');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (488,'Great Lakes Chemical Corporation','Josee Cloutier','1525382563');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (489,'Deere & Company','Gretal Guillemette','4755062181');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (490,'Echostar Communications Corporation','Corry Lauzon','2220336886');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (491,'FirstEnergy Corp.','Reta Malenfant','5470655990');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (492,'J.B. Hunt Transport Services Inc.','Mareah Mitivier','9366505194');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (493,'American Express Company','Tasia Bleau','4916512863');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (494,'J.P. Morgan Chase & Co.','Reyna Lambert','6164384630');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (495,'UST Inc','Meagan Houle','4725101408');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (496,'C. H. Robinson Worldwide Inc.','Phyllys Frigon','4569064835');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (497,'Verizon Communications Inc','Freda Marceau','4382997851');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (498,'Southern Union Company','Hatti Bernatchez','9235336519');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (499,'J.P. Morgan Chase & Co.','Guenna Williams','9900403732');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (500,'Foster Wheeler Ltd.','Madelyn Neveu','6918802466');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (501,'AFLAC Incorporated','Melamie Biron','4974032323');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (502,'Ciena Corp.','Laina Lacoste','8966009360');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (503,'Longs Drug Stores Corporation','Kesley Alarie','6940357287');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (504,'Dominion Resources, Inc.','Evangelina Juteau','7496957322');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (505,'Hollywood Entertainment Corp.','Ollie Poirier','2302255005');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (506,'MBNA Corporation','Lia Labrie','5391604312');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (507,'The Bank of New York Company, Inc.','Maisie Marcoux','3497224236');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (508,'US Oncology Inc','Aurelea Lebel','5710157806');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (509,'Zale Corporation','Lia Desrochers','3572429918');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (510,'Continental Airlines Inc.','Vicki Morand','1388028062');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (511,'Golden West Financial Corporation','Nikki Ferron','2546622849');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (512,'Viacom Inc','Cam Guinette','8508611843');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (513,'GreenPoint Financial Corp.','Shelia Riverin','3070384025');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (514,'Aon Corporation','Pia Babin','3931732411');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (515,'Worthington Industries Inc','Gigi St-Louis','7077544865');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (516,'FPL Group Inc.','Sherrie David','7686097145');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (517,'Pharmacia Corp','Tresa Labbi','2136660320');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (518,'Nabors Industries Inc','Aimee Rochette','3018595986');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (519,'Rohm & Haas Co.','Netti Dion','6183623797');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (520,'Value City Department Stores Inc','Eachelle Bellefleur','3146562915');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (521,'NCR Corporation','Lark Loiselle','8360904853');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (522,'Petco Animal Supplies Inc.','Blondie Bachand','1779016389');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (523,'Foamex International Inc','Codi Sinical','3792885256');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (524,'Pepsi Bottling Group Inc.','Gabriel Rochon','4088666040');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (525,'International Flavors & Fragrances Inc.','Adela Laurin','1682805783');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (526,'Genuity Inc.','Mariya Sirois','6783699707');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (527,'Marathon Oil Corporation','Cheslie Goyer','6992076749');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (528,'Engelhard Corporation','Maisey Bouthillier','7402482328');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (529,'Hershey Foods Corp.','Maggi St-Georges','7882081971');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (530,'CMS Energy Corp.','Beverlie Vandal','2942357745');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (531,'Constellation Brands Inc.','Florie Bernier','4317619576');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (532,'Motorola Inc.','Brietta Dufort','2572059461');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (533,'Union Planters Corp','Lynette Chapdelaine','5297412607');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (534,'Jones Apparel Group Inc.','Garland Valcourt','8474928847');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (535,'Computer Sciences Corp.','Jilly Beaudoin','3308439330');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (536,'Southwest Airlines Co','Anett Roux','4539635695');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (537,'Texas Industries Inc.','Melanie Bellemare','7016918909');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (538,'Wal-Mart Stores Inc','Cory Tremblay','6659438012');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (539,'Host Marriott Corp.','Mildred Bertrand','1069112471');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (540,'Simon Property Group Inc','Bendite Desctteaux','1011120607');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (541,'Western Gas Resources Inc','Wanids Desaulniers','8504872507');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (542,'Goldman Sachs Group Inc.','Pansie Quenneville','5637228951');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (543,'AmerisourceBergen Corporation','Eleonora Garand','8232416392');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (544,'Barnes & Noble, Inc.','Mary Joseph','1174146072');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (545,'Longs Drug Stores Corporation','Elena Charette','6010236370');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (546,'Constellation Emergy Group Inc.','Rowe Briere','1414727799');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (547,'Omnicom Group','Jewelle Charbonneau','8498757613');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (548,'OGE Energy Corp','Willabella Choiniere','7530186237');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (549,'J.P. Morgan Chase & Co.','Marlane St-Cyr','9961106071');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (550,'Procter & Gamble Co.','Ninnetta Cardinal','3266306222');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (551,'UGI Corporation','Angie Dubuc','2839774987');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (552,'Atmel Corporation','Zonda Livesque','7759767514');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (553,'M.D.C. Holdings Inc.','Jillian Lafortune','6296726968');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (554,'DQE Inc.','Jerrylee Bilisle','7548989473');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (555,'Readers Digest Association Inc.','Valeria Labrie','1913711634');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (556,'ACT Manufacturing Inc.','Giralda Dupri','9826717738');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (557,'Encompass Services Corporation','Bel Berger','8557154099');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (558,'Brown-Forman Corporation','Sam Lacoursiere','9099863956');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (559,'Nike Inc','Alecia Leclerc','7625355150');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (560,'Agway Inc.','Nelli Lord','3061142049');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (561,'AutoZone, Inc.','Orsa Dubeau','1871005024');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (562,'AmerisourceBergen Corporation','Sidonia Bellefleur','1086529757');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (563,'Chiquita Brands International Inc.','Maura Courtemanche','5470387989');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (564,'Stewart & Stevenson Services Inc','Zorana Sergerie','3574623793');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (565,'Applied Industrial Technologies, Inc.','Bee Pilon','6528418137');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (566,'Avista Corporation','Lidia Bourdon','3155216177');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (567,'Wellpoint Health Networks Inc','Kati Galipeau','4915193971');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (568,'Hershey Foods Corp.','Darice Gamache','8278614889');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (569,'Amazon.com, Inc.','Traci Jalbert','3753763870');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (570,'Payless Shoesource Inc','Brit Duval','2422444358');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (571,'TMP Worldwide Inc','Aridatha Poudrier','9406412512');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (572,'Protective Life Corp','Kylynn Thibodeau','4989901485');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (573,'Plains All American Pipeline LP','Tanhya Pharand','9816055433');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (574,'Louisiana-Pacific Corporation','Dorene Latulippe','4674842832');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (575,'CNF Inc.','Robina Phaneuf','5938825113');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (576,'Cintas Corp.','Emmi Nadeau','2537486336');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (577,'Supervalu Inc','Hildagard Ringuette','4085134894');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (578,'RPM Inc.','Marga Gravel','8255793639');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (579,'DPL Inc.','Tabbatha Beaudet','9798127322');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (580,'Sanmina-SCI Inc','Dedra Hibert','1720684580');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (581,'KeyCorp','Anne-Corinne Adams','3178111180');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (582,'EOG Resources, Inc.','Kathryne Beaulieu','8670227442');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (583,'Nicor Inc','Rivi Perron','4599111789');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (584,'JDS Uniphase Corp.','Anetta Bolduc','3056082017');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (585,'Constellation Brands Inc.','Cordula White','1034650106');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (586,'Lincoln National Corporation','Gusti Garneau','9358199434');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (587,'Valspar Corporation','Martina Quirion','4518052114');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (588,'H&R Block Inc.','Zulema Grenon','6440299694');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (589,'Qwest Communications Intl Inc','Mathilde Langlais','4702666713');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (590,'Paychex Inc','Kylynn Vizina','2710227469');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (591,'Flowers Foods Inc.','Astra Toussaint','9424048896');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (592,'Wallace Computer Services Inc','Clotilda Beausijour','6296902094');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (593,'Dillards Inc.','Lenka Prudhomme','4548075230');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (594,'Wendys International Inc','Licha Favreau','1050416256');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (595,'Hilton Hotels Corp.','Ingeberg Jodoin','9984131610');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (596,'Marsh & McLennan Companies Inc.','Claresta Richer','2429949052');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (597,'Viasystems Group Inc','Laverne Primeau','7872024623');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (598,'Whole Foods Market Inc','Matty Biron','4680715527');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (599,'Novellus Systems Inc','Rozanne Pichette','6954385677');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (600,'Revlon Inc','Kaela Ladouceur','3886257263');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (601,'Pathmark Stores Inc.','Kristyn Lariviere','7747263405');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (602,'GreenPoint Financial Corp.','Lesley Goyer','4037184299');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (603,'Ingles Market Inc','Cleopatra Daoust','6865039020');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (604,'DPL Inc.','Grata Laprise','6250335194');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (605,'Abercrombie & Fitch Co.','Lian Lemaire','2848718805');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (606,'Idacorp Inc.','Arleta Picard','9068746660');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (607,'Nvidia Corp','Berti St-Germain','8043015173');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (608,'Comdisco Inc.','Ailee Brazeau','4625949545');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (609,'Corning Inc.','Lara Rochefort','2915714834');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (610,'DPL Inc.','Delia Sabourin','5351827532');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (611,'Robert Half International Inc.','Violetta Duhamel','8514429850');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (612,'Humana Inc.','Susi Frangois','2542149280');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (613,'Protective Life Corp','George Baratheon','4985933714');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (614,'Interpublic Group of Companies Inc.','Betsy Baillargeon','4957039237');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (615,'Darden Restaurants Inc.','Anet Meunier','4847323303');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (616,'Acterna Corp.','Marcy Villeneuve','9253194827');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (617,'Becton, Dickinson and Company','Ammamaria Blain','2699322585');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (618,'U.S. Industries Inc.','Vanni Manseau','1514832132');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (619,'Automatic Data Processing, Inc.','Guendolen Boucher','3348300706');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (620,'Microsoft Corporation','Fina Lemoine','3876977076');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (621,'Rockwell Collins Inc','Marie Beauchemin','8907043833');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (622,'Northeast Utilities System','Geralda Godin','3765967465');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (623,'Deere & Company','Ashli Lamoureux','3338771476');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (624,'E.W. Scripps Company','Vivyan Desroches','7448334754');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (625,'Precision Castparts Corp','Anthiathia Desbiens','3783470632');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (626,'Baxter International Inc.','Felita St-Onge','8332267130');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (627,'Cablevision Systems Corp','Melita Gauthier','5438918882');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (628,'Weyerhauser Company','Grissel Couturier','2000318975');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (629,'Lennox International Inc.','Nettle Guimond','5725290825');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (630,'Progress Energy Inc','Bridget Harrisson','3097476615');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (631,'Mattel Inc.','Fallon Ladouceur','4989823841');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (632,'Newell Rubbermaid Inc','Penny St-Onge','5654401684');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (633,'NCR Corporation','Colly Sirois','6374023773');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (634,'J.B. Hunt Transport Services Inc.','Edith Lizotte','1801861618');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (635,'TECO Energy Inc','Eustacia Cadieux','2170439145');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (636,'TECO Energy Inc','Raye Turgeon','8021593854');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (637,'Benchmark Electronics, Inc.','Daniela Madore','6409998791');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (638,'Entergy Corporation','Binny Bertrand','2115242324');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (639,'Alliant Energy Corporation','Cathleen Bibeau','5425523554');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (640,'Georgia Gulf Corporation','Martelle Marceau','7558283107');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (641,'VF Corporation','Aileen Anctil','3415819831');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (642,'Primedia Inc','Lanae Daraiche','3414192487');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (643,'Illinois Tool Works Inc.','Talia Lamy','3751151652');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (644,'Staples Inc','Felipa Maurice','4044537217');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (645,'Trinity Industries Inc','Shelagh Lamarche','1493722691');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (646,'D.R. Horton Inc.','Annabelle Brien','5026805348');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (647,'Home Depot Inc.','Cristine Juteau','8406616213');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (648,'Commercial Metals Co.','Cathy Pouliot','6707013955');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (649,'Cisco Systems Inc.','Eleanor Lafond','3996965901');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (650,'Omnicare Inc','Alika Guertin','3440739019');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (651,'The Lubrizol Corporation','Teri Cantin','6921863307');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (652,'Silgan Holdings Inc.','Ruthie Pedneault','9303357026');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (653,'Atmel Corporation','Xylia Bidard','3275957103');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (654,'Target Corp.','Leta Fradette','4696314938');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (655,'TruServ Corporation','Dayna Giasson','5431787918');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (656,'Harley-Davidson Inc.','Sandi Rocheleau','2640564164');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (657,'Unisys Corporation','Dannie Paris','7696025156');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (658,'Wyeth','Joelle Quintal','1634477758');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (659,'Dun & Bradstreet Inc.','Reeva Lehoux','8629580422');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (660,'Lexmark International Inc.','Krista Lavergne','5276431546');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (661,'Compuware Corp.','Chastity Sergerie','6202650663');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (662,'NCR Corporation','Nettie Joyal','8884858417');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (663,'Quest Diagnostics Inc.','Danila Marcotte','6760181000');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (664,'Belk, Inc.','Malva Morissette','4634787651');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (665,'Advance Auto Parts, Inc.','Tiffany Morand','4461417856');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (666,'Advance Auto Parts, Inc.','Shaylah Tessier','6197299387');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (667,'Reliance Steel & Aluminum Co.','Nyssa Biron','6434853860');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (668,'Pitney Bowes Inc.','Jeanne Chassi','1580578805');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (669,'US Oncology Inc','Rikki Lariviere','2690236695');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (670,'ConAgra Foods Inc.','Albertina Bussieres','1302740372');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (671,'Furniture Brands International Inc.','Tina Otis','9629478029');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (672,'Vishay Intertechnology Inc','Tuesday Lessard','3944303849');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (673,'Phoenix Companies Inc','Mollee Sauvageau','9185038432');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (674,'U.S. Bancorp','Ardelia Laforest','1052106325');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (675,'Werner Enterprises Inc','Chrissy Therrien','5800600771');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (676,'Kemet Corp.','Hildegarde Bureau','7064470357');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (677,'Comverse Technology Inc.','Susie Campbell','6488911398');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (678,'Unocal Corporation','Noreen Thivierge','6354970776');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (679,'Gannett Co., Inc.','Eugine Manseau','1113165240');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (680,'Crompton Corp.','Vittoria Nadon','3769012190');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (681,'Alleghany Corporation','Dara Lortie','2755685911');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (682,'Brown Shoe Company, Inc.','Melva Bouchard','3293277005');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (683,'Pitney Bowes Inc.','Hilliary Labrecque','6469907401');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (684,'Deluxe Corporation','Bride Harvey','8128580682');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (685,'Allegheny Technologies Incorporated','Valeria Bilodeau','8967806024');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (686,'Synovus Financial Corp.','Erin Lariviere','8253861469');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (687,'Pfizer Inc','Flori Milot','4365414681');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (688,'Northern Trust Corporation','Kalindi Gareau','8890302308');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (689,'Parker Hannifin Corp.','Shirley Desjardins','6762283742');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (690,'FPL Group Inc.','Vanessa Richard','4048643737');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (691,'AK Steel Holding Corporation','Mirelle Constantineau','3421163738');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (692,'The AES Corporation','Sidoney Biliveau','3323701071');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (693,'First American Financial Corp.','Sissie Caissy','6891929488');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (694,'Anthem, Inc.','Meggy Legari','7452393177');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (695,'Pepsi Bottling Group Inc.','Tamarra Goudreau','7254815863');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (696,'Occidental Petroleum Corp','Dasie Coderre','7492931314');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (697,'Enron Corp.','Idelle Leboeuf','2433249450');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (698,'Foster Wheeler Ltd.','Peria Otis','9587470735');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (699,'PSS World Medical Inc','Damaris Gamache','6009699065');
INSERT Companies (CustomerID, CompanyName, ContactName, NIP) VALUES (700,'First Data Corp.','Alie Dugas','3584933371');
